Time,Data1,Data2,Data3
2021-3-4-22-13-21,8,79,46
2021-3-4-22-13-22,5,79,46
2021-3-4-22-13-23,2,82,46
2021-3-4-22-13-24,3,85,43
2021-3-4-22-13-25,4,82,43
2021-3-4-22-13-26,5,80,41
2021-3-4-22-13-27,8,81,44
2021-3-4-22-13-28,10,82,45
2021-3-4-22-13-29,7,83,46
2021-3-4-22-13-30,9,86,46
2021-3-4-22-13-31,10,83,43
2021-3-4-22-13-32,11,86,44
2021-3-4-22-13-33,10,84,43
2021-3-4-22-13-34,12,86,42
2021-3-4-22-13-35,14,84,45
2021-3-4-22-13-36,11,83,43
2021-3-4-22-13-37,12,83,44
2021-3-4-22-13-38,9,84,45
2021-3-4-22-13-39,11,83,45
2021-3-4-22-13-40,10,85,43
2021-3-4-22-13-41,12,87,46
2021-3-4-22-13-42,12,88,47
2021-3-4-22-13-43,10,86,46
2021-3-4-22-13-44,10,85,49
2021-3-4-22-13-45,13,82,46
2021-3-4-22-13-46,15,84,45
2021-3-4-22-13-47,12,87,44
2021-3-4-22-13-48,9,90,44
2021-3-4-22-13-49,7,93,45
2021-3-4-22-13-50,4,94,44
2021-3-4-22-13-51,3,97,43
2021-3-4-22-13-52,5,95,41
2021-3-4-22-13-53,2,97,42
2021-3-4-22-13-54,1,98,40
2021-3-4-22-13-55,0,100,42
2021-3-4-22-13-56,1,98,41
2021-3-4-22-13-57,0,98,39
2021-3-4-22-13-58,1,95,39
2021-3-4-22-13-59,0,98,38
2021-3-4-22-14-0,3,96,39
2021-3-4-22-14-1,1,94,41
2021-3-4-22-14-2,0,97,38
2021-3-4-22-14-3,3,100,37
2021-3-4-22-14-4,5,99,37
2021-3-4-22-14-5,5,99,35
2021-3-4-22-14-6,6,100,35
2021-3-4-22-14-7,8,98,36
2021-3-4-22-14-8,8,95,38
2021-3-4-22-14-9,10,94,40
2021-3-4-22-14-10,8,95,37
2021-3-4-22-14-11,10,92,34
2021-3-4-22-14-12,11,94,36
2021-3-4-22-14-13,14,96,35
2021-3-4-22-14-14,14,94,34
2021-3-4-22-14-15,11,93,32
2021-3-4-22-14-16,14,94,33
2021-3-4-22-14-17,12,93,32
2021-3-4-22-14-18,10,91,29
2021-3-4-22-14-19,9,92,30
2021-3-4-22-14-20,7,94,31
2021-3-4-22-14-21,5,94,31
2021-3-4-22-14-22,4,92,29
2021-3-4-22-14-23,7,95,30
2021-3-4-22-14-24,8,95,28
2021-3-4-22-14-25,8,98,30
2021-3-4-22-14-26,7,96,33
2021-3-4-22-14-27,7,97,36
2021-3-4-22-14-28,7,95,36
2021-3-4-22-14-29,4,92,35
2021-3-4-22-14-30,1,89,35
2021-3-4-22-14-31,4,86,32
2021-3-4-22-14-32,5,89,33
2021-3-4-22-14-33,8,86,36
2021-3-4-22-14-34,8,89,34
2021-3-4-22-14-35,10,90,32
2021-3-4-22-14-36,7,93,30
2021-3-4-22-14-37,7,93,28
2021-3-4-22-14-38,9,92,28
2021-3-4-22-14-39,9,91,26
2021-3-4-22-14-40,12,93,26
2021-3-4-22-14-41,14,95,26
2021-3-4-22-14-42,16,94,24
2021-3-4-22-14-43,13,95,25
2021-3-4-22-14-44,15,97,22
2021-3-4-22-14-45,15,95,24
2021-3-4-22-14-46,18,97,24
2021-3-4-22-14-47,18,99,22
2021-3-4-22-14-48,18,99,21
2021-3-4-22-14-49,16,100,18
2021-3-4-22-14-50,19,98,18
2021-3-4-22-14-51,21,100,17
2021-3-4-22-14-52,24,98,17
2021-3-4-22-14-53,25,98,20
2021-3-4-22-14-54,26,97,19
2021-3-4-22-14-55,29,96,16
2021-3-4-22-14-56,29,98,14
2021-3-4-22-14-57,26,96,11
2021-3-4-22-14-58,23,99,13
2021-3-4-22-14-59,21,100,16
2021-3-4-22-15-0,19,97,18
2021-3-4-22-15-1,17,97,21
2021-3-4-22-15-2,19,99,19
2021-3-4-22-15-3,20,100,22
2021-3-4-22-15-4,22,98,23
2021-3-4-22-15-5,25,97,20
2021-3-4-22-15-6,25,99,23
2021-3-4-22-15-7,28,98,20
2021-3-4-22-15-8,31,97,22
2021-3-4-22-15-9,34,99,24
2021-3-4-22-15-10,31,100,26
2021-3-4-22-15-11,29,98,25
2021-3-4-22-15-12,29,100,24
2021-3-4-22-15-13,29,99,25
2021-3-4-22-15-14,26,98,24
2021-3-4-22-15-15,24,96,26
2021-3-4-22-15-16,26,94,28
2021-3-4-22-15-17,28,94,27
2021-3-4-22-15-18,26,97,24
2021-3-4-22-15-19,28,99,21
2021-3-4-22-15-20,31,96,23
2021-3-4-22-15-21,34,95,26
2021-3-4-22-15-22,34,98,23
2021-3-4-22-15-23,37,96,24
2021-3-4-22-15-24,37,97,22
2021-3-4-22-15-25,35,95,21
2021-3-4-22-15-26,38,93,18
2021-3-4-22-15-27,36,91,15
2021-3-4-22-15-28,33,90,12
2021-3-4-22-15-29,30,89,15
2021-3-4-22-15-30,32,86,17
2021-3-4-22-15-31,34,88,17
2021-3-4-22-15-32,31,86,20
2021-3-4-22-15-33,32,85,21
2021-3-4-22-15-34,35,84,23
2021-3-4-22-15-35,36,86,23
2021-3-4-22-15-36,38,89,21
2021-3-4-22-15-37,41,90,23
2021-3-4-22-15-38,42,87,24
2021-3-4-22-15-39,44,87,22
2021-3-4-22-15-40,46,89,23
2021-3-4-22-15-41,47,86,26
2021-3-4-22-15-42,47,85,28
2021-3-4-22-15-43,46,86,31
2021-3-4-22-15-44,47,86,32
2021-3-4-22-15-45,49,83,32
2021-3-4-22-15-46,47,84,30
2021-3-4-22-15-47,45,81,30
2021-3-4-22-15-48,43,81,32
2021-3-4-22-15-49,42,78,30
2021-3-4-22-15-50,42,77,29
2021-3-4-22-15-51,42,76,28
2021-3-4-22-15-52,44,76,27
2021-3-4-22-15-53,41,79,25
2021-3-4-22-15-54,42,79,27
2021-3-4-22-15-55,40,76,26
2021-3-4-22-15-56,39,75,26
2021-3-4-22-15-57,36,73,26
2021-3-4-22-15-58,37,73,23
2021-3-4-22-15-59,34,75,24
2021-3-4-22-16-0,31,77,25
2021-3-4-22-16-1,34,77,27
2021-3-4-22-16-2,33,74,30
2021-3-4-22-16-3,34,77,33
2021-3-4-22-16-4,34,78,36
2021-3-4-22-16-5,33,78,39
2021-3-4-22-16-6,30,75,40
2021-3-4-22-16-7,32,76,39
2021-3-4-22-16-8,33,78,39
2021-3-4-22-16-9,34,80,42
2021-3-4-22-16-10,36,78,39
2021-3-4-22-16-11,37,77,42
2021-3-4-22-16-12,38,74,43
2021-3-4-22-16-13,40,72,42
2021-3-4-22-16-14,43,72,40
2021-3-4-22-16-15,44,71,42
2021-3-4-22-16-16,46,72,39
2021-3-4-22-16-17,43,74,40
2021-3-4-22-16-18,43,74,40
2021-3-4-22-16-19,45,76,37
2021-3-4-22-16-20,42,78,36
2021-3-4-22-16-21,45,76,37
2021-3-4-22-16-22,47,78,34
2021-3-4-22-16-23,50,80,33
2021-3-4-22-16-24,48,82,36
2021-3-4-22-16-25,48,82,34
2021-3-4-22-16-26,48,83,33
2021-3-4-22-16-27,45,86,30
2021-3-4-22-16-28,47,83,30
2021-3-4-22-16-29,49,82,32
2021-3-4-22-16-30,52,81,29
2021-3-4-22-16-31,51,79,29
2021-3-4-22-16-32,52,79,32
2021-3-4-22-16-33,49,76,32
2021-3-4-22-16-34,46,75,33
2021-3-4-22-16-35,47,73,30
2021-3-4-22-16-36,49,73,28
2021-3-4-22-16-37,47,76,26
2021-3-4-22-16-38,49,74,29
2021-3-4-22-16-39,51,75,27
2021-3-4-22-16-40,49,72,26
2021-3-4-22-16-41,46,70,27
2021-3-4-22-16-42,46,67,28
2021-3-4-22-16-43,44,64,30
2021-3-4-22-16-44,46,62,27
2021-3-4-22-16-45,48,62,28
2021-3-4-22-16-46,46,65,31
2021-3-4-22-16-47,43,63,33
2021-3-4-22-16-48,41,62,33
2021-3-4-22-16-49,38,61,32
2021-3-4-22-16-50,39,62,32
2021-3-4-22-16-51,42,63,29
2021-3-4-22-16-52,39,64,32
2021-3-4-22-16-53,37,63,29
2021-3-4-22-16-54,35,65,29
2021-3-4-22-16-55,35,64,30
2021-3-4-22-16-56,32,63,31
2021-3-4-22-16-57,32,65,33
2021-3-4-22-16-58,30,66,36
2021-3-4-22-16-59,27,68,39
2021-3-4-22-17-0,30,68,41
2021-3-4-22-17-1,28,69,38
2021-3-4-22-17-2,31,72,40
2021-3-4-22-17-3,33,70,39
2021-3-4-22-17-4,35,69,39
2021-3-4-22-17-5,34,71,40
2021-3-4-22-17-6,34,72,40
2021-3-4-22-17-7,37,70,37
2021-3-4-22-17-8,40,67,38
2021-3-4-22-17-9,40,66,41
2021-3-4-22-17-10,37,69,42
2021-3-4-22-17-11,34,69,44
2021-3-4-22-17-12,36,68,43
2021-3-4-22-17-13,38,69,45
2021-3-4-22-17-14,36,67,43
2021-3-4-22-17-15,34,68,43
2021-3-4-22-17-16,33,68,46
2021-3-4-22-17-17,33,69,47
2021-3-4-22-17-18,33,70,46
2021-3-4-22-17-19,33,68,46
2021-3-4-22-17-20,35,68,48
2021-3-4-22-17-21,34,66,45
2021-3-4-22-17-22,36,66,42
2021-3-4-22-17-23,38,64,43
2021-3-4-22-17-24,38,61,43
2021-3-4-22-17-25,40,62,44
2021-3-4-22-17-26,40,61,41
2021-3-4-22-17-27,42,60,43
2021-3-4-22-17-28,45,59,45
2021-3-4-22-17-29,47,61,45
2021-3-4-22-17-30,47,62,45
2021-3-4-22-17-31,46,61,42
2021-3-4-22-17-32,49,64,39
2021-3-4-22-17-33,50,67,39
2021-3-4-22-17-34,48,65,37
2021-3-4-22-17-35,50,63,34
2021-3-4-22-17-36,53,66,33
2021-3-4-22-17-37,54,68,32
2021-3-4-22-17-38,52,71,31
2021-3-4-22-17-39,55,73,32
2021-3-4-22-17-40,53,73,29
2021-3-4-22-17-41,54,73,29
2021-3-4-22-17-42,55,71,32
2021-3-4-22-17-43,58,73,34
2021-3-4-22-17-44,59,71,37
2021-3-4-22-17-45,56,68,39
2021-3-4-22-17-46,58,66,37
2021-3-4-22-17-47,56,66,34
2021-3-4-22-17-48,57,63,36
2021-3-4-22-17-49,57,64,38
2021-3-4-22-17-50,57,62,38
2021-3-4-22-17-51,58,63,35
2021-3-4-22-17-52,60,66,37
2021-3-4-22-17-53,58,66,39
2021-3-4-22-17-54,60,69,42
2021-3-4-22-17-55,60,66,39
2021-3-4-22-17-56,57,64,38
2021-3-4-22-17-57,56,65,38
2021-3-4-22-17-58,56,63,41
2021-3-4-22-17-59,57,60,43
2021-3-4-22-18-0,57,63,45
2021-3-4-22-18-1,58,61,44
2021-3-4-22-18-2,55,58,47
2021-3-4-22-18-3,54,58,48
2021-3-4-22-18-4,54,56,46
2021-3-4-22-18-5,55,56,47
2021-3-4-22-18-6,52,59,45
2021-3-4-22-18-7,49,57,42
2021-3-4-22-18-8,52,59,39
2021-3-4-22-18-9,49,61,42
2021-3-4-22-18-10,50,58,45
2021-3-4-22-18-11,48,59,46
2021-3-4-22-18-12,46,57,46
2021-3-4-22-18-13,49,56,46
2021-3-4-22-18-14,51,54,47
2021-3-4-22-18-15,51,56,47
2021-3-4-22-18-16,53,57,45
2021-3-4-22-18-17,56,60,47
2021-3-4-22-18-18,56,58,45
2021-3-4-22-18-19,59,60,44
2021-3-4-22-18-20,58,58,41
2021-3-4-22-18-21,59,60,38
2021-3-4-22-18-22,58,62,40
2021-3-4-22-18-23,56,60,42
2021-3-4-22-18-24,54,61,43
2021-3-4-22-18-25,57,61,44
2021-3-4-22-18-26,54,63,42
2021-3-4-22-18-27,56,66,42
2021-3-4-22-18-28,54,69,44
2021-3-4-22-18-29,54,72,42
2021-3-4-22-18-30,52,75,39
2021-3-4-22-18-31,51,75,39
2021-3-4-22-18-32,54,77,38
2021-3-4-22-18-33,55,75,40
2021-3-4-22-18-34,57,78,38
2021-3-4-22-18-35,54,81,38
2021-3-4-22-18-36,52,81,36
2021-3-4-22-18-37,50,82,36
2021-3-4-22-18-38,52,79,38
2021-3-4-22-18-39,54,80,37
2021-3-4-22-18-40,52,83,34
2021-3-4-22-18-41,51,85,37
2021-3-4-22-18-42,48,88,36
2021-3-4-22-18-43,47,88,33
2021-3-4-22-18-44,46,85,30
2021-3-4-22-18-45,47,83,27
2021-3-4-22-18-46,47,82,24
2021-3-4-22-18-47,45,85,21
2021-3-4-22-18-48,44,84,21
2021-3-4-22-18-49,47,85,24
2021-3-4-22-18-50,48,84,23
2021-3-4-22-18-51,46,81,21
2021-3-4-22-18-52,47,78,20
2021-3-4-22-18-53,49,79,22
2021-3-4-22-18-54,48,82,23
2021-3-4-22-18-55,50,84,21
2021-3-4-22-18-56,53,83,24
2021-3-4-22-18-57,53,86,21
2021-3-4-22-18-58,53,88,19
2021-3-4-22-18-59,51,90,20
2021-3-4-22-19-0,53,93,23
2021-3-4-22-19-1,50,90,26
2021-3-4-22-19-2,47,92,27
2021-3-4-22-19-3,49,93,24
2021-3-4-22-19-4,51,93,26
2021-3-4-22-19-5,53,96,28
2021-3-4-22-19-6,55,97,30
2021-3-4-22-19-7,55,94,31
2021-3-4-22-19-8,53,96,31
2021-3-4-22-19-9,50,99,28
2021-3-4-22-19-10,48,97,30
2021-3-4-22-19-11,48,94,33
2021-3-4-22-19-12,46,91,32
2021-3-4-22-19-13,49,90,31
2021-3-4-22-19-14,47,93,34
2021-3-4-22-19-15,45,90,31
2021-3-4-22-19-16,46,90,31
2021-3-4-22-19-17,49,91,32
2021-3-4-22-19-18,48,92,31
2021-3-4-22-19-19,49,95,28
2021-3-4-22-19-20,51,96,27
2021-3-4-22-19-21,49,96,30
2021-3-4-22-19-22,48,99,32
2021-3-4-22-19-23,51,99,30
2021-3-4-22-19-24,52,100,28
2021-3-4-22-19-25,53,97,27
2021-3-4-22-19-26,56,96,28
2021-3-4-22-19-27,57,93,27
2021-3-4-22-19-28,57,92,24
2021-3-4-22-19-29,55,95,26
2021-3-4-22-19-30,58,93,26
2021-3-4-22-19-31,60,92,27
2021-3-4-22-19-32,63,92,29
2021-3-4-22-19-33,64,90,26
2021-3-4-22-19-34,61,88,28
2021-3-4-22-19-35,63,91,28
2021-3-4-22-19-36,63,94,25
2021-3-4-22-19-37,60,95,22
2021-3-4-22-19-38,59,94,20
2021-3-4-22-19-39,62,94,21
2021-3-4-22-19-40,60,97,20
2021-3-4-22-19-41,58,96,18
2021-3-4-22-19-42,60,98,18
2021-3-4-22-19-43,62,95,18
2021-3-4-22-19-44,65,98,19
2021-3-4-22-19-45,66,100,22
2021-3-4-22-19-46,65,97,19
2021-3-4-22-19-47,67,99,16
2021-3-4-22-19-48,70,98,19
2021-3-4-22-19-49,72,100,20
2021-3-4-22-19-50,73,98,20
2021-3-4-22-19-51,72,96,21
2021-3-4-22-19-52,70,96,21
2021-3-4-22-19-53,70,99,19
2021-3-4-22-19-54,72,100,17
2021-3-4-22-19-55,69,99,18
2021-3-4-22-19-56,66,98,21
2021-3-4-22-19-57,65,98,24
2021-3-4-22-19-58,68,95,22
2021-3-4-22-19-59,69,94,24
2021-3-4-22-20-0,68,96,23
2021-3-4-22-20-1,67,95,23
2021-3-4-22-20-2,66,97,20
2021-3-4-22-20-3,68,98,19
2021-3-4-22-20-4,70,100,18
2021-3-4-22-20-5,71,98,20
2021-3-4-22-20-6,74,97,20
2021-3-4-22-20-7,72,96,18
2021-3-4-22-20-8,69,93,19
2021-3-4-22-20-9,71,91,16
2021-3-4-22-20-10,68,88,15
2021-3-4-22-20-11,69,91,17
2021-3-4-22-20-12,71,94,14
2021-3-4-22-20-13,74,95,11
2021-3-4-22-20-14,71,94,14
2021-3-4-22-20-15,68,92,13
2021-3-4-22-20-16,69,93,11
2021-3-4-22-20-17,67,93,10
2021-3-4-22-20-18,66,96,8
2021-3-4-22-20-19,64,96,5
2021-3-4-22-20-20,63,94,8
2021-3-4-22-20-21,65,96,5
2021-3-4-22-20-22,67,93,3
2021-3-4-22-20-23,65,96,0
2021-3-4-22-20-24,68,96,1
2021-3-4-22-20-25,66,93,2
2021-3-4-22-20-26,65,95,0
2021-3-4-22-20-27,68,92,2
2021-3-4-22-20-28,69,93,0
2021-3-4-22-20-29,67,93,2
2021-3-4-22-20-30,66,94,5
2021-3-4-22-20-31,64,96,2
2021-3-4-22-20-32,66,94,1
2021-3-4-22-20-33,63,96,0
2021-3-4-22-20-34,60,93,3
2021-3-4-22-20-35,61,95,2
2021-3-4-22-20-36,58,93,5
2021-3-4-22-20-37,56,92,6
2021-3-4-22-20-38,59,89,5
2021-3-4-22-20-39,56,87,3
2021-3-4-22-20-40,58,89,4
2021-3-4-22-20-41,59,87,4
2021-3-4-22-20-42,59,87,3
2021-3-4-22-20-43,59,89,1
2021-3-4-22-20-44,62,91,3
2021-3-4-22-20-45,61,88,0
2021-3-4-22-20-46,59,85,2
2021-3-4-22-20-47,57,85,5
2021-3-4-22-20-48,54,88,7
2021-3-4-22-20-49,52,87,7
2021-3-4-22-20-50,54,87,4
2021-3-4-22-20-51,54,88,4
2021-3-4-22-20-52,57,86,7
2021-3-4-22-20-53,57,86,4
2021-3-4-22-20-54,60,85,3
2021-3-4-22-20-55,63,83,4
2021-3-4-22-20-56,64,85,4
2021-3-4-22-20-57,62,83,5
2021-3-4-22-20-58,62,82,6
2021-3-4-22-20-59,65,80,3
2021-3-4-22-21-0,62,82,1
2021-3-4-22-21-1,61,82,2
2021-3-4-22-21-2,62,82,2
2021-3-4-22-21-3,62,82,2
2021-3-4-22-21-4,59,80,5
2021-3-4-22-21-5,58,83,3
2021-3-4-22-21-6,57,85,1
2021-3-4-22-21-7,57,82,1
2021-3-4-22-21-8,57,79,1
2021-3-4-22-21-9,56,77,4
2021-3-4-22-21-10,59,76,7
2021-3-4-22-21-11,62,73,5
2021-3-4-22-21-12,65,75,3
2021-3-4-22-21-13,68,74,3
2021-3-4-22-21-14,65,74,5
2021-3-4-22-21-15,62,74,6
2021-3-4-22-21-16,63,77,9
2021-3-4-22-21-17,65,76,7
2021-3-4-22-21-18,64,74,4
2021-3-4-22-21-19,61,72,7
2021-3-4-22-21-20,60,69,8
2021-3-4-22-21-21,59,72,5
2021-3-4-22-21-22,59,69,7
2021-3-4-22-21-23,62,67,8
2021-3-4-22-21-24,61,70,5
2021-3-4-22-21-25,58,71,5
2021-3-4-22-21-26,56,73,5
2021-3-4-22-21-27,55,72,4
2021-3-4-22-21-28,54,70,7
2021-3-4-22-21-29,52,67,4
2021-3-4-22-21-30,51,69,3
2021-3-4-22-21-31,48,66,0
2021-3-4-22-21-32,47,68,3
2021-3-4-22-21-33,45,67,6
2021-3-4-22-21-34,47,66,5
2021-3-4-22-21-35,45,64,3
2021-3-4-22-21-36,46,65,0
2021-3-4-22-21-37,47,63,3
2021-3-4-22-21-38,44,64,4
2021-3-4-22-21-39,42,65,2
2021-3-4-22-21-40,39,67,2
2021-3-4-22-21-41,42,69,1
2021-3-4-22-21-42,43,72,0
2021-3-4-22-21-43,45,70,3
2021-3-4-22-21-44,43,70,2
2021-3-4-22-21-45,43,71,0
2021-3-4-22-21-46,46,73,2
2021-3-4-22-21-47,44,73,3
2021-3-4-22-21-48,43,74,5
2021-3-4-22-21-49,46,72,7
2021-3-4-22-21-50,45,73,7
2021-3-4-22-21-51,48,75,6
2021-3-4-22-21-52,51,77,3
2021-3-4-22-21-53,53,76,0
2021-3-4-22-21-54,52,76,3
2021-3-4-22-21-55,50,74,0
2021-3-4-22-21-56,48,71,1
2021-3-4-22-21-57,48,68,1
2021-3-4-22-21-58,49,71,0
2021-3-4-22-21-59,51,74,2
2021-3-4-22-22-0,53,76,0
2021-3-4-22-22-1,55,79,3
2021-3-4-22-22-2,53,80,6
2021-3-4-22-22-3,52,78,5
2021-3-4-22-22-4,53,80,7
2021-3-4-22-22-5,51,82,9
2021-3-4-22-22-6,49,80,8
2021-3-4-22-22-7,47,81,5
2021-3-4-22-22-8,46,84,6
2021-3-4-22-22-9,48,86,5
2021-3-4-22-22-10,49,84,6
2021-3-4-22-22-11,48,82,3
2021-3-4-22-22-12,48,82,6
2021-3-4-22-22-13,49,79,8
2021-3-4-22-22-14,49,79,5
2021-3-4-22-22-15,50,78,5
2021-3-4-22-22-16,53,80,8
2021-3-4-22-22-17,51,77,7
2021-3-4-22-22-18,54,78,9
2021-3-4-22-22-19,51,80,7
2021-3-4-22-22-20,53,83,4
2021-3-4-22-22-21,54,83,5
2021-3-4-22-22-22,55,80,2
2021-3-4-22-22-23,58,81,0
2021-3-4-22-22-24,56,80,1
2021-3-4-22-22-25,59,79,0
2021-3-4-22-22-26,57,77,1
2021-3-4-22-22-27,58,80,3
2021-3-4-22-22-28,61,80,5
2021-3-4-22-22-29,64,80,2
2021-3-4-22-22-30,61,77,2
2021-3-4-22-22-31,61,77,2
2021-3-4-22-22-32,61,74,4
2021-3-4-22-22-33,58,74,4
2021-3-4-22-22-34,57,71,5
2021-3-4-22-22-35,58,74,7
2021-3-4-22-22-36,58,72,9
2021-3-4-22-22-37,57,73,8
2021-3-4-22-22-38,56,76,11
2021-3-4-22-22-39,54,73,11
2021-3-4-22-22-40,54,76,8
2021-3-4-22-22-41,54,73,11
2021-3-4-22-22-42,54,76,11
2021-3-4-22-22-43,54,75,9
2021-3-4-22-22-44,56,77,6
2021-3-4-22-22-45,59,78,4
2021-3-4-22-22-46,61,77,3
2021-3-4-22-22-47,61,78,5
2021-3-4-22-22-48,61,79,7
2021-3-4-22-22-49,59,79,7
2021-3-4-22-22-50,61,79,6
2021-3-4-22-22-51,58,77,7
2021-3-4-22-22-52,55,79,9
2021-3-4-22-22-53,52,79,11
2021-3-4-22-22-54,55,80,9
2021-3-4-22-22-55,54,81,8
2021-3-4-22-22-56,56,80,11
2021-3-4-22-22-57,55,81,13
2021-3-4-22-22-58,53,78,13
2021-3-4-22-22-59,51,81,10
2021-3-4-22-23-0,54,82,13
2021-3-4-22-23-1,56,81,13
2021-3-4-22-23-2,55,83,12
2021-3-4-22-23-3,53,84,15
2021-3-4-22-23-4,53,86,13
2021-3-4-22-23-5,52,89,14
2021-3-4-22-23-6,55,88,14
2021-3-4-22-23-7,53,87,17
2021-3-4-22-23-8,50,84,14
2021-3-4-22-23-9,52,82,15
2021-3-4-22-23-10,53,85,18
2021-3-4-22-23-11,56,84,18
2021-3-4-22-23-12,58,85,19
2021-3-4-22-23-13,58,85,18
2021-3-4-22-23-14,55,84,18
2021-3-4-22-23-15,53,83,15
2021-3-4-22-23-16,56,81,16
2021-3-4-22-23-17,57,79,15
2021-3-4-22-23-18,59,81,13
2021-3-4-22-23-19,61,79,15
2021-3-4-22-23-20,58,76,18
2021-3-4-22-23-21,59,74,16
2021-3-4-22-23-22,62,73,13
2021-3-4-22-23-23,63,75,10
2021-3-4-22-23-24,65,78,12
2021-3-4-22-23-25,68,78,9
2021-3-4-22-23-26,66,75,9
2021-3-4-22-23-27,68,73,10
2021-3-4-22-23-28,66,70,10
2021-3-4-22-23-29,66,70,7
2021-3-4-22-23-30,64,70,7
2021-3-4-22-23-31,62,69,7
2021-3-4-22-23-32,64,70,5
2021-3-4-22-23-33,64,71,4
2021-3-4-22-23-34,62,72,5
2021-3-4-22-23-35,65,72,7
2021-3-4-22-23-36,66,69,10
2021-3-4-22-23-37,68,66,10
2021-3-4-22-23-38,67,67,13
2021-3-4-22-23-39,67,68,15
2021-3-4-22-23-40,65,65,18
2021-3-4-22-23-41,63,62,18
2021-3-4-22-23-42,65,59,16
2021-3-4-22-23-43,66,56,17
2021-3-4-22-23-44,67,56,17
2021-3-4-22-23-45,67,54,20
2021-3-4-22-23-46,66,56,20
2021-3-4-22-23-47,64,58,23
2021-3-4-22-23-48,64,59,26
2021-3-4-22-23-49,65,60,26
2021-3-4-22-23-50,68,58,26
2021-3-4-22-23-51,67,60,27
2021-3-4-22-23-52,68,57,30
2021-3-4-22-23-53,68,54,30
2021-3-4-22-23-54,67,52,32
2021-3-4-22-23-55,65,55,30
2021-3-4-22-23-56,62,56,31
2021-3-4-22-23-57,60,54,28
2021-3-4-22-23-58,62,52,30
2021-3-4-22-23-59,65,49,33
2021-3-4-22-24-0,63,51,32
2021-3-4-22-24-1,62,51,32
2021-3-4-22-24-2,65,50,35
2021-3-4-22-24-3,65,53,38
2021-3-4-22-24-4,64,52,40
2021-3-4-22-24-5,63,50,39
2021-3-4-22-24-6,65,51,36
2021-3-4-22-24-7,65,50,33
2021-3-4-22-24-8,68,52,36
2021-3-4-22-24-9,68,53,36
2021-3-4-22-24-10,68,55,39
2021-3-4-22-24-11,68,56,39
2021-3-4-22-24-12,69,54,38
2021-3-4-22-24-13,67,56,38
2021-3-4-22-24-14,69,58,39
2021-3-4-22-24-15,69,59,38
2021-3-4-22-24-16,71,58,36
2021-3-4-22-24-17,72,56,34
2021-3-4-22-24-18,75,56,35
2021-3-4-22-24-19,74,55,33
2021-3-4-22-24-20,75,58,34
2021-3-4-22-24-21,76,57,37
2021-3-4-22-24-22,77,55,38
2021-3-4-22-24-23,77,57,40
2021-3-4-22-24-24,77,58,37
2021-3-4-22-24-25,78,61,38
2021-3-4-22-24-26,79,61,35
2021-3-4-22-24-27,78,58,36
2021-3-4-22-24-28,79,59,33
2021-3-4-22-24-29,81,62,34
2021-3-4-22-24-30,84,62,32
2021-3-4-22-24-31,81,64,32
2021-3-4-22-24-32,83,66,33
2021-3-4-22-24-33,84,67,33
2021-3-4-22-24-34,81,67,31
2021-3-4-22-24-35,78,68,32
2021-3-4-22-24-36,76,71,35
2021-3-4-22-24-37,73,73,32
2021-3-4-22-24-38,71,73,33
2021-3-4-22-24-39,71,73,34
2021-3-4-22-24-40,69,75,36
2021-3-4-22-24-41,70,72,39
2021-3-4-22-24-42,70,75,41
2021-3-4-22-24-43,71,77,42
2021-3-4-22-24-44,68,74,39
2021-3-4-22-24-45,66,72,38
2021-3-4-22-24-46,64,73,39
2021-3-4-22-24-47,63,76,42
2021-3-4-22-24-48,62,77,42
2021-3-4-22-24-49,65,78,42
2021-3-4-22-24-50,64,75,44
2021-3-4-22-24-51,61,74,44
2021-3-4-22-24-52,64,73,45
2021-3-4-22-24-53,61,73,45
2021-3-4-22-24-54,63,76,47
2021-3-4-22-24-55,64,76,44
2021-3-4-22-24-56,62,73,47
2021-3-4-22-24-57,65,70,50
2021-3-4-22-24-58,66,68,53
2021-3-4-22-24-59,65,70,51
2021-3-4-22-25-0,62,67,53
2021-3-4-22-25-1,59,67,50
2021-3-4-22-25-2,57,65,50
2021-3-4-22-25-3,60,62,47
2021-3-4-22-25-4,57,64,46
2021-3-4-22-25-5,59,66,48
2021-3-4-22-25-6,62,69,45
2021-3-4-22-25-7,60,67,48
2021-3-4-22-25-8,59,68,46
2021-3-4-22-25-9,57,66,44
2021-3-4-22-25-10,60,68,44
2021-3-4-22-25-11,62,71,45
2021-3-4-22-25-12,61,68,43
2021-3-4-22-25-13,59,65,42
2021-3-4-22-25-14,59,66,42
2021-3-4-22-25-15,60,67,39
2021-3-4-22-25-16,63,69,42
2021-3-4-22-25-17,61,72,42
2021-3-4-22-25-18,62,71,45
2021-3-4-22-25-19,62,73,47
2021-3-4-22-25-20,65,75,48
2021-3-4-22-25-21,68,76,49
2021-3-4-22-25-22,67,79,49
2021-3-4-22-25-23,66,81,46
2021-3-4-22-25-24,69,80,48
2021-3-4-22-25-25,66,77,51
2021-3-4-22-25-26,63,80,52
2021-3-4-22-25-27,64,77,55
2021-3-4-22-25-28,61,78,56
2021-3-4-22-25-29,62,77,54
2021-3-4-22-25-30,60,74,54
2021-3-4-22-25-31,60,73,52
2021-3-4-22-25-32,63,71,52
2021-3-4-22-25-33,61,68,50
2021-3-4-22-25-34,58,70,50
2021-3-4-22-25-35,56,71,48
2021-3-4-22-25-36,57,74,51
